"filename", "language", "JSON", "YAML", "JSON with Comments", "Markdown", "TypeScript", "Python", "pip requirements", "JavaScript", "TypeScript JSX", "CSS", "Database", "SCSS", "comment", "blank", "total"
"f:\study\blog\social\server\wey_backend\account\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\study\blog\social\server\wey_backend\account\admin.py", "Python", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 1, 5, 34
"f:\study\blog\social\server\wey_backend\account\admin_api.py", "Python", 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 11, 51, 233
"f:\study\blog\social\server\wey_backend\account\api.py", "Python", 0, 0, 0, 0, 0, 188, 0, 0, 0, 0, 0, 0, 8, 53, 249
"f:\study\blog\social\server\wey_backend\account\apps.py", "Python", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 3, 7
"f:\study\blog\social\server\wey_backend\account\forms.py", "Python", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 5, 16
"f:\study\blog\social\server\wey_backend\account\migrations\0001_initial.py", "Python", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 1, 7, 42
"f:\study\blog\social\server\wey_backend\account\migrations\0002_user_friends_friendshiprequest.py", "Python", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 1, 6, 32
"f:\study\blog\social\server\wey_backend\account\migrations\0003_user_friends_count.py", "Python", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 6, 19
"f:\study\blog\social\server\wey_backend\account\migrations\0004_user_posts_count.py", "Python", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 6, 19
"f:\study\blog\social\server\wey_backend\account\migrations\0005_user_people_you_may_know.py", "Python", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 6, 20
"f:\study\blog\social\server\wey_backend\account\migrations\0006_user_bio.py", "Python", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 4, 16
"f:\study\blog\social\server\wey_backend\account\migrations\0007_mibttestresult.py", "Python", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 1, 6, 35
"f:\study\blog\social\server\wey_backend\account\migrations\0008_user_is_admin.py", "Python", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 6, 19
"f:\study\blog\social\server\wey_backend\account\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\study\blog\social\server\wey_backend\account\models.py", "Python", 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 5, 28, 120
"f:\study\blog\social\server\wey_backend\account\serializers.py", "Python", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 10, 45
"f:\study\blog\social\server\wey_backend\account\tests.py", "Python", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 4
"f:\study\blog\social\server\wey_backend\account\urls.py", "Python", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 2, 4, 32
"f:\study\blog\social\server\wey_backend\account\views.py", "Python", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 5, 18
"f:\study\blog\social\server\wey_backend\biome.json", "JSON", 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 72
"f:\study\blog\social\server\wey_backend\chat\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\study\blog\social\server\wey_backend\chat\admin.py", "Python", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 4
"f:\study\blog\social\server\wey_backend\chat\api.py", "Python", 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 21, 62
"f:\study\blog\social\server\wey_backend\chat\apps.py", "Python", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 3, 7
"f:\study\blog\social\server\wey_backend\chat\migrations\0001_initial.py", "Python", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 1, 7, 38
"f:\study\blog\social\server\wey_backend\chat\migrations\0002_alter_conversation_id_alter_conversationmessage_id.py", "Python", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 1, 6, 25
"f:\study\blog\social\server\wey_backend\chat\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\study\blog\social\server\wey_backend\chat\models.py", "Python", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 8, 28
"f:\study\blog\social\server\wey_backend\chat\serializers.py", "Python", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 13, 32
"f:\study\blog\social\server\wey_backend\chat\tests.py", "Python", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 4
"f:\study\blog\social\server\wey_backend\chat\urls.py", "Python", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 3, 11
"f:\study\blog\social\server\wey_backend\chat\views.py", "Python", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 4
"f:\study\blog\social\server\wey_backend\db.sqlite3", "Database", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 790, 0, 0, 11, 801
"f:\study\blog\social\server\wey_backend\manage.py", "Python", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 1, 5, 24
"f:\study\blog\social\server\wey_backend\notification\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\study\blog\social\server\wey_backend\notification\admin.py", "Python", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 4
"f:\study\blog\social\server\wey_backend\notification\api.py", "Python", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 8, 23
"f:\study\blog\social\server\wey_backend\notification\apps.py", "Python", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 3, 7
"f:\study\blog\social\server\wey_backend\notification\migrations\0001_initial.py", "Python", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 1, 7, 33
"f:\study\blog\social\server\wey_backend\notification\migrations\0002_alter_notification_type_of_notification.py", "Python", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 6, 19
"f:\study\blog\social\server\wey_backend\notification\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\study\blog\social\server\wey_backend\notification\models.py", "Python", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 6, 31
"f:\study\blog\social\server\wey_backend\notification\serializers.py", "Python", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 4, 11
"f:\study\blog\social\server\wey_backend\notification\tests.py", "Python", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 4
"f:\study\blog\social\server\wey_backend\notification\urls.py", "Python", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 3, 9
"f:\study\blog\social\server\wey_backend\notification\utils.py", "Python", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 7, 45
"f:\study\blog\social\server\wey_backend\notification\views.py", "Python", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 4
"f:\study\blog\social\server\wey_backend\package.json", "JSON", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"f:\study\blog\social\server\wey_backend\post\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\study\blog\social\server\wey_backend\post\admin.py", "Python", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 3, 8
"f:\study\blog\social\server\wey_backend\post\admin_api.py", "Python", 0, 0, 0, 0, 0, 199, 0, 0, 0, 0, 0, 0, 25, 60, 284
"f:\study\blog\social\server\wey_backend\post\api.py", "Python", 0, 0, 0, 0, 0, 195, 0, 0, 0, 0, 0, 0, 22, 76, 293
"f:\study\blog\social\server\wey_backend\post\apps.py", "Python", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 3, 7
"f:\study\blog\social\server\wey_backend\post\forms.py", "Python", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 5, 15
"f:\study\blog\social\server\wey_backend\post\migrations\0001_initial.py", "Python", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 1, 7, 37
"f:\study\blog\social\server\wey_backend\post\migrations\0002_alter_post_attachments.py", "Python", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 6, 19
"f:\study\blog\social\server\wey_backend\post\migrations\0003_alter_post_options.py", "Python", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 1, 6, 18
"f:\study\blog\social\server\wey_backend\post\migrations\0004_post_likes_count_like_post_likes.py", "Python", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 1, 6, 36
"f:\study\blog\social\server\wey_backend\post\migrations\0005_post_comments_count_comment_post_comments.py", "Python", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 1, 6, 37
"f:\study\blog\social\server\wey_backend\post\migrations\0006_alter_comment_options.py", "Python", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 1, 6, 18
"f:\study\blog\social\server\wey_backend\post\migrations\0007_trend.py", "Python", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 1, 6, 22
"f:\study\blog\social\server\wey_backend\post\migrations\0008_post_is_private.py", "Python", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 6, 19
"f:\study\blog\social\server\wey_backend\post\migrations\0009_post_reported_by_users.py", "Python", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 1, 6, 21
"f:\study\blog\social\server\wey_backend\post\migrations\0010_comment_likes_comment_likes_count.py", "Python", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 1, 6, 24
"f:\study\blog\social\server\wey_backend\post\migrations\0011_sensitiveword.py", "Python", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 1, 6, 22
"f:\study\blog\social\server\wey_backend\post\migrations\0012_postreport_delete_sensitiveword.py", "Python", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 1, 6, 35
"f:\study\blog\social\server\wey_backend\post\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\study\blog\social\server\wey_backend\post\models.py", "Python", 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 27, 86
"f:\study\blog\social\server\wey_backend\post\serializers.py", "Python", 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 21, 74
"f:\study\blog\social\server\wey_backend\post\tests.py", "Python", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 4
"f:\study\blog\social\server\wey_backend\post\urls.py", "Python", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 1, 4, 29
"f:\study\blog\social\server\wey_backend\post\views.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\study\blog\social\server\wey_backend\requirements.txt", "pip requirements", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 14
"f:\study\blog\social\server\wey_backend\scripts\README.md", "Markdown", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 61
"f:\study\blog\social\server\wey_backend\scripts\generate_friend_suggestions.py", "Python", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 2, 13, 35
"f:\study\blog\social\server\wey_backend\scripts\generate_trends.py", "Python", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 5, 14, 49
"f:\study\blog\social\server\wey_backend\scripts\schedule_tasks.py", "Python", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 7, 12, 68
"f:\study\blog\social\server\wey_backend\search\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\study\blog\social\server\wey_backend\search\admin.py", "Python", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 4
"f:\study\blog\social\server\wey_backend\search\api.py", "Python", 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 7, 24, 93
"f:\study\blog\social\server\wey_backend\search\apps.py", "Python", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 3, 7
"f:\study\blog\social\server\wey_backend\search\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\study\blog\social\server\wey_backend\search\models.py", "Python", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 4
"f:\study\blog\social\server\wey_backend\search\tests.py", "Python", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 4
"f:\study\blog\social\server\wey_backend\search\urls.py", "Python", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 3, 9
"f:\study\blog\social\server\wey_backend\search\views.py", "Python", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 4
"f:\study\blog\social\server\wey_backend\wey_backend\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\study\blog\social\server\wey_backend\wey_backend\asgi.py", "Python", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 7, 17
"f:\study\blog\social\server\wey_backend\wey_backend\settingprod.py", "Python", 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 16, 38, 153
"f:\study\blog\social\server\wey_backend\wey_backend\settings.py", "Python", 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 16, 40, 181
"f:\study\blog\social\server\wey_backend\wey_backend\urls.py", "Python", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 1, 4, 37
"f:\study\blog\social\server\wey_backend\wey_backend\wsgi.py", "Python", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 7, 17
"f:\study\blog\social\tsconfig.json", "JSON with Comments", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"f:\study\blog\social\turbo.json", "JSON", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"Total", "-", 1161, 6908, 47, 71, 1819, 2231, 14, 4, 12245, 294, 790, 103, 1008, 4104, 30799
